"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Index Keywords","Funding Details"
"Santos T.F.; Santos C.M.; Aquino M.S.; Suyambulingam I.; Kamil Hussein E.; Verma A.; Rangappa S.M.; Siengchin S.; Nascimento J.H.O.","Santos, Thiago F. (57666539300); Santos, Caroliny M. (57210929095); Aquino, Marcos S. (57210932472); Suyambulingam, Indran (54787733800); Kamil Hussein, Emad (57221475185); Verma, Akarsh (57210519982); Rangappa, Sanjay Mavinkere (57042636700); Siengchin, Suchart (23989534700); Nascimento, J.H.O. (25931044800)","57666539300; 57210929095; 57210932472; 54787733800; 57221475185; 57210519982; 57042636700; 23989534700; 25931044800","Towards sustainable and ecofriendly polymer composite materials from bast fibers: a systematic review","2024","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185406863&doi=10.1088%2f2631-8695%2fad2640&partnerID=40&md5=9c98c4c42d3bdd9d60135c2c829888b4","Biodegradability; Environmental protection; Hemp; Jute fibers; Sustainable development; Eco-friendly; Environmental concerns; Environmentally benign; Green product design; Material development; Polymer based composite; Polymer composites materials; Sustainable composite; Sustainable materials; Systematic Review; Product design",""
"de Sousa B.M.; Júnior J.G.D.; da Silva Neto V.P.","de Sousa, Bruno Matias (59232843300); Júnior, José Garibaldi Duarte (57218290128); da Silva Neto, Valdemir Praxedes (57423581000)","59232843300; 57218290128; 57423581000","A Novel Wideband Magnetoelectric Dipole Antenna with Circular Polarization Applied to CubeSat","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199577633&doi=10.1590%2f2179-10742024v23i2280888&partnerID=40&md5=e748f463dcf0d911a72b2380f08aa7ce","Bandwidth; Circular polarization; Dipole antennas; Directional patterns (antenna); Electric impedance; Microwave antennas; Nanosatellites; Satellite antennas; Axial ratio bandwidth; Cross-feeding; Cubesat; Feeding structures; Global Navigation Satellite Systems; Magneto-electric dipole antennas; Magneto-electric dipoles; Nanosatellite; Wide-band; Wideband antenna; Radiation efficiency","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; UFRN; Federal University of Rio Grande do Norte; CAPES, (001)"
"Contoli C.; Tourani R.; Neto A.; Esposito F.; McNair J.","Contoli, Chiara (56342819200); Tourani, Reza (55849143800); Neto, Augusto (59337970100); Esposito, Flavio (23008401900); McNair, Janise (35610572500)","56342819200; 55849143800; 59337970100; 23008401900; 35610572500","Message from the Chairs","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204593560&doi=10.1109%2fNetSoft60951.2024.10679785&partnerID=40&md5=c459636fd51d86e5c3f22a00f663e331","",""
"Duarte Júnior J.G.; D'Assunção A.G.; de A. Brito-Filho F.; Silva Neto V.P.D.","Duarte Júnior, José G. (57218290128); D'Assunção, Adaildo G. (7004474343); de A. Brito-Filho, Francisco (59152883300); Silva Neto, Valdemir Praxedes da (55908415500)","57218290128; 7004474343; 59152883300; 55908415500","An efficient wireless power transfer system planar turn based for implantable medical devices applications","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194927389&doi=10.1016%2fj.measurement.2024.115014&partnerID=40&md5=9e76cfdb968497ad0de7ab3694027d2b","Dielectric materials; Efficiency; Electromagnetic coupling; Electromagnetic induction; Energy transfer; Frequency response; Inductive power transmission; Resonators; Tissue; Device application; Dielectric substrates; Diverse applications; Frequency ranges; Implantable medical devices; Inductive couplings; Magnetic-inductive coupling; Power transfer systems; Printed circular spiral; RF power; Medical applications",""
"Lins I.D.; Araújo L.M.M.; Maior C.B.S.; Ramos P.M.D.S.; Moura M.J.D.C.; Ferreira-Martins A.J.; Chaves R.; Canabarro A.","Lins, Isis Didier (27467582900); Araújo, Lavínia Maria Mendes (58064571200); Maior, Caio Bezerra Souto (57192872180); Ramos, Plínio Marcio da Silva (57790277100); Moura, Márcio José das Chagas (57120189400); Ferreira-Martins, André Juan (58313735400); Chaves, Rafael (23977564500); Canabarro, Askery (56690175400)","27467582900; 58064571200; 57192872180; 57790277100; 57120189400; 58313735400; 23977564500; 56690175400","Quantum machine learning for drowsiness detection with EEG signals","2024","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191154281&doi=10.1016%2fj.psep.2024.04.032&partnerID=40&md5=121e6dc05af221cc9252bd79d89e4171","Computational efficiency; Fractal dimension; Machine learning; Quantum theory; Biological parameter; Drowsiness detection; Electroencephalogram signals; Human reliability; Machine-learning; Multilayers perceptrons; Quantum machine learning; Quantum machines; Quantum neural networks; Reliability (engineering); Electroencephalography","Instituto Nacional de Ciência e Tecnologia de Informação Quântica, INCT-IQ; Ministério da Ciência, Tecnologia, Inovações e Comunicações, MCTIC; Brazilian Ministry of Science, Technology, and Innovation; Agência Nacional de Petróleo; Ministério da Educação, MEC; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Alagoas State Research Agency; Agência Nacional do Petróleo, Gás Natural e Biocombustíveis, ANP; National Institute for Science and Technology on Quantum Information; Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco, FACEPE, (APQ-0394-3.08/22, APQ-0607-3.08/22, APQ-1101-3.08/21); Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco, FACEPE; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, (402761/2023-5, 307172/2017–1, 307295/2020-6, 308924/2021-5, 311375/2020-0, 409701/2022-0, 310892/2022-8); Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Instituto Serrapilheira, (Serra-1708-15763); Instituto Serrapilheira; Simons Foundation, SF, (1023171); Simons Foundation, SF; Financiadora de Estudos e Projetos, FINEP, (044819); Financiadora de Estudos e Projetos, FINEP; Fundação de Amparo à Pesquisa do Estado de Alagoas, FAPEAL, (APQ2022021000153); Fundação de Amparo à Pesquisa do Estado de Alagoas, FAPEAL"
"Quincozes V.E.; Mansilha R.B.; Kreutz D.; Miers C.C.; Immich R.","Quincozes, Vagner Ereno (57773301200); Mansilha, Rodrigo Brandão (24477839300); Kreutz, Diego (23990847200); Miers, Charles Christian (26428861700); Immich, Roger (23990618900)","57773301200; 24477839300; 23990847200; 26428861700; 23990618900","Auth4App: Streamlining authentication for integrated cyber–physical environments","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194946994&doi=10.1016%2fj.jisa.2024.103802&partnerID=40&md5=572d97cae09710b4a05556820b269cff","Authorization; Codes (symbols); Cybersecurity; Integration; Mobile computing; Mobile security; Network security; Authentication codes; Authentication protocols; Binding protocol; Cyber physicals; Mobile applications; One-time authorization code; Physical environments; Security vulnerabilities; User interaction; Users' experiences; Authentication","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"de Moraes T.M.R.P.; Neto O.D.M.M.; Lucena A.E.D.F.L.; Lucena L.D.F.L.; Nascimento M.S.","de Moraes, Thalita Maria Ramos Porto (59107527800); Neto, Osires de Medeiros Melo (57349107800); Lucena, Adriano Elísio de Figueiredo Lopes (56715431100); Lucena, Luciana de Figueiredo Lopes (57409009100); Nascimento, Mariana Silva (58349547200)","59107527800; 57349107800; 56715431100; 57409009100; 58349547200","Viability of Asphalt Mixtures with Iron Ore Tailings as a Partial Substitute for Fine Aggregate","2024","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162919209&doi=10.1177%2f03611981231176289&partnerID=40&md5=58aa6c3972d2e84810573e6f287f9c19","Aggregates; Analysis of variance (ANOVA); Asphalt mixtures; Conservation; Cost benefit analysis; Economic analysis; Environmental protection; Pavements; Sustainable development; Tensile strength; Waste disposal; % reductions; Aggregate for asphalt; Asphalt materials; Dark colors; Fine aggregates; Infrastructure; Iron ore tailings; Mechanical performance; Resource conservation and recoveries; Transportation and sustainability; Recycling","Federal University of Campina Grande; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Araújo P.P.B.; Tanaka R.Y.; Silva C.A.; Passaro A.; Toro P.G.P.","Araújo, Pedro P. B. (57225055494); Tanaka, Roberto Y. (24734405600); Silva, Carlos A. (57207433028); Passaro, Angelo (36920024400); Toro, Paulo G. P. (36773019800)","57225055494; 24734405600; 57207433028; 36920024400; 36773019800","Multi-objective optimization of a hypersonic airbreathing vehicle","2024","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185893123&doi=10.1063%2f5.0181366&partnerID=40&md5=0f672c3a77ac9ba0ef847a09852d557d","Combustion chambers; Computational fluid dynamics; Drag; Hypersonic vehicles; Navier Stokes equations; Shear flow; Shear stress; Shock waves; Supersonic aircraft; Air breathing; Air breathing engines; Design constraints; Multi-objective functions; Multi-objectives optimization; Pressure drag; Pressure ratio; Scramjet technology; Unstart; Viscous drag; Multiobjective optimization","FNDCT; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Ministério da Ciência, Tecnologia e Inovação, MCTI, (306004/2020-8, 307691/2020-9, 405558/2022-8, 88881.387753/2019-01); Ministério da Ciência, Tecnologia e Inovação, MCTI; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Foundation for Scientific and Technological Development in Health, FIOTEC"
"Haandel A.V.; Santos S.L.; Allegue T.; Garrido J.M.","Haandel, A.V. (6603817880); Santos, S.L. (57201738151); Allegue, T. (57201389166); Garrido, J.M. (57196074195)","6603817880; 57201738151; 57201389166; 57196074195","Post-treatment of anaerobically digested sewage for nutrient removal","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195332981&doi=10.2166%2f9781789063479_0127&partnerID=40&md5=410ce18b730bab2ce326d29fb5cd9e25","",""
"Silva R.A.; Andrade R.V.S.; Martins A.A.; de Araujo V.S.; da Silva Júnior A.A.; do Nascimento E.G.; de Oliveira Wanderley Neto A.; de Souza Balbinot G.; Collares F.M.; Alves A.P.N.N.; de Carvalho Leitão R.F.; Rebouças C.S.M.; Dametto F.R.; Lima R.R.; Alves S.M.; de Araújo A.A.","Silva, Rafaela Alcindo (57358068900); Andrade, Raphael Victor Silva (57956585400); Martins, Agnes Andrade (57223370151); de Araujo, Valkleidson Santos (58742409000); da Silva Júnior, Arnóbio Antônio (57197200041); do Nascimento, Ednaldo Gomes (6701818206); de Oliveira Wanderley Neto, Alcides (57216792554); de Souza Balbinot, Gabriela (57194618692); Collares, Fabricio Mezzomo (15843246600); Alves, Ana Paula Negreiros Nunes (14013384900); de Carvalho Leitão, Renata Ferreira (55178451800); Rebouças, Conceição S. Martins (57955906000); Dametto, Fábio Roberto (7801412622); Lima, Rafael Rodrigues (23493064500); Alves, Salete Martins (14319076200); de Araújo, Aurigena Antunes (37022977400)","57358068900; 57956585400; 57223370151; 58742409000; 57197200041; 6701818206; 57216792554; 57194618692; 15843246600; 14013384900; 55178451800; 57955906000; 7801412622; 23493064500; 14319076200; 37022977400","Portland cement associated with niobium is evidenced by the presence of calcium crystals and biocompatibility in the rat subcutaneous tissue","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191885264&doi=10.1557%2fs43578-024-01349-x&partnerID=40&md5=82c99574c8dfaf49dc144a88574df9dd","Biocompatibility; Bismuth compounds; Bone; Calcium; Hydrated lime; Rats; Tubes (components); Biological; Ceramic; Different proportions; Hematoxylin eosin; Mechanical; Mineralisation; Strength; Subcutaneous tissues; Von Kossa staining; Wistar rat; Portland cement","Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, (304382/2020-5, 401672/2023-9, 23038.005350/2018-78); Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Momo B.Z.; Domga; Doumbi R.T.; Motue Waffo L.C.; Noumi G.B.; Tchatchueng J.B.","Momo, Beaudelaire Zangue (59112549500); Domga (57215687899); Doumbi, Romuald Teguia (57437559400); Motue Waffo, Lys Carelle (57844995300); Noumi, Guy Bertrand (6507529919); Tchatchueng, Jean Bosco (15835667700)","59112549500; 57215687899; 57437559400; 57844995300; 6507529919; 15835667700","Synthesis of nitrogen and sulfur bi-doped carbon obtained from spent sapelli wood sawdust and polyhydric alcohol with improved catalytic activity for hydrogen evolution reaction","2024","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192676915&doi=10.1016%2fj.rineng.2024.102245&partnerID=40&md5=439c33155eb98e15b482d5716c07c8b9","Carbon; Catalyst activity; Cost effectiveness; Electrocatalysts; Electrolytes; Hydrogen production; Porosity; Porous materials; Sugar substitutes; Sulfur; Bi-doped; Carbon-based; Co-doped; Doped carbons; Hydrogen evolution reactions; Metal-free catalysts; Polyhydric alcohol; Porous carbons; Water electrolysis; Wood sawdust; Nitrogen",""
"Paulista A.P.F.; Barbosa F.F.; Júnior M.A.D.N.; Cavalcanti W.E.C.; Soares J.D.O.; Morales M.; Pergher S.B.C.; Braga T.P.","Paulista, Adriana Perpetua Figueiredo (57200855691); Barbosa, Felipe Fernandes (57203914393); Júnior, Marcos Antônio do Nascimento (59186926200); Cavalcanti, Wesley Eulálio Cabral (57944929900); Soares, Johnatan de Oliveira (57944685700); Morales, Marco (7202590326); Pergher, Sibele B.C. (6603107199); Braga, Tiago Pinheiro (57220025234)","57200855691; 57203914393; 59186926200; 57944929900; 57944685700; 7202590326; 6603107199; 57220025234","Photocatalytic degradation of the remazol red ultra RGB dye using SrFe12O19-Fe3O4 magnetic oxides dispersed in silica: Effect of reduction temperature","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203464987&doi=10.1016%2fj.dwt.2024.100760&partnerID=40&md5=acb115754198a354483277b24508be23","catalysis; dye; iron oxide; photochemistry; photodegradation; silica; temperature effect","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Santos R.D.V.D., Júnior; Coelho J.V.V.; Cacho N.A.A.; de Araújo D.S.A.","Santos, Ramiro de Vasconcelos dos (57314796300); Coelho, João Vitor Venceslau (57169721900); Cacho, Nelio Alessandro Azevedo (17433450200); de Araújo, Daniel Sabino Amorim (55103744400)","57314796300; 57169721900; 17433450200; 55103744400","A criminal macrocause classification model: An enhancement for violent crime analysis considering an unbalanced dataset","2024","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173048339&doi=10.1016%2fj.eswa.2023.121702&partnerID=40&md5=b83d51febfb073692db90c1269fc6a18","Classification (of information); Crime; Decision trees; Logistic regression; Machine learning; Safety engineering; Classification models; Crime analyse; Criminal macrocause; Decisions makings; Design science methodologies; Feature engineerings; Machine-learning; Predictive policing; Public safety; Unbalanced datasets; Smart city","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"Cunha T.A.; Lopes M.M.G.D.; de Araújo Brito A.N.; Vermeulen-Serpa K.M.; de Lima Vale S.H.; Brandão-Neto J.; Leite-Lais L.","Cunha, Thais Alves (57220079073); Lopes, Márcia Marília Gomes Dantas (56939847800); de Araújo Brito, Acsa Nara (59074482600); Vermeulen-Serpa, Karina Marques (57220079431); de Lima Vale, Sancha Helena (57742010600); Brandão-Neto, José (6701547047); Leite-Lais, Lucia (57200632192)","57220079073; 56939847800; 59074482600; 57220079431; 57742010600; 6701547047; 57200632192","Phase Angle and Bioelectrical Impedance Vector Analysis (BIVA) in Amyotrophic Lateral Sclerosis (ALS) Patients","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192449819&doi=10.3390%2fapp14041545&partnerID=40&md5=4bc8634014a1e74231ba0b6a97c85589","","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, (88887.824483/2023-00)"
"Medeiros L.C.D.; Sant’Anna C.; Ferreira V.S.; Gasparotto L.H.S.","Medeiros, Lúcio C.D. (57288945000); Sant’Anna, Celso (8856440500); Ferreira, Veronica S. (59171011600); Gasparotto, Luiz H.S. (57268324300)","57288945000; 8856440500; 59171011600; 57268324300","Silver-nanoparticle-modified nanocellulose synthesized by pyroligneous acid: cytotoxicity towards HaCat cells","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197613378&doi=10.1088%2f1361-6528%2fad5aa2&partnerID=40&md5=00ccb94ea2c40421e8a8adbfe614cf91","Acetic Acid; Cell Proliferation; Cell Survival; Cellulose; HaCaT Cells; Humans; Keratinocytes; Metal Nanoparticles; Particle Size; Silver; Cell proliferation; Cytotoxicity; Growth kinetics; Metal nanoparticles; Nanocellulose; Reaction kinetics; Synthesis (chemical); acetic acid; cellulose; metal nanoparticle; silver; Bactericidal properties; Environmentally friendly process; Food packing; Nano-cellulose; Nanoparticle synthesis; One pot; Pyroligneous acids; Stabilizing agents; Synthesised; Wood vinegars; cell proliferation; cell survival; chemistry; cytology; drug effect; HaCat cell line; human; keratinocyte; particle size; Silver nanoparticles","Instituto de Química da UFRN; CNPq, (307122/2022-0)"
"Sabino T.D.D.M.M.; Nunes U.S.; Marinho G.S.; Freitas J.C.D.O.; Martinelli A.E.; Vieira da Nóbrega A.C.","Sabino, Thalita Dayane de M.M. (59169681200); Nunes, Ueslei S. (59169776200); Marinho, George Santos (35345312200); Freitas, Julio Cezar de Oliveira (36016617500); Martinelli, Antonio Eduardo (7101638022); Vieira da Nóbrega, Ana Cecília (59169493600)","59169681200; 59169776200; 35345312200; 36016617500; 7101638022; 59169493600","Limestone calcined clay cement (LC³) coating mortars as an energy-efficient option for construction","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195784838&doi=10.1016%2fj.conbuildmat.2024.136954&partnerID=40&md5=79b9253eea8f946880758f48fa1eda2c","Coatings; Energy efficiency; Lime; Mortar; Portland cement; Thermal conductivity; Thermal insulation; Calcined clay; Carboaluminate; Coating mortars; Consistency index; Energy  savings; Energy efficient; Energy-savings; Environmentally friendly alternatives; Metakaolins; Sand ratios; Limestone",""
"Martins G.M.; da Silva Braz J.K.F.; de Macedo M.F.; de Oliveira Vitoriano J.; Alves Júnior C.; Santos C.S.; Feijó F.M.C.; de Oliveira M.F.; de Moura C.E.B.","Martins, Gabriel Moura (57207581162); da Silva Braz, Janine Karla França (56226895100); de Macedo, Michelly Fernandes (55536084100); de Oliveira Vitoriano, Jussier (54927288600); Alves Júnior, Clodomiro (57219293874); Santos, Caio Sérgio (57210584578); Feijó, Francisco Marlon Carneiro (25027394000); de Oliveira, Moacir Franco (16679371900); de Moura, Carlos Eduardo Bezerra (22135501100)","57207581162; 56226895100; 55536084100; 54927288600; 57219293874; 57210584578; 25027394000; 16679371900; 22135501100","Enhancing Titanium Disk Performance through In-Pack Cold Atmospheric Plasma Treatment","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185590868&doi=10.1021%2facsbiomaterials.3c01388&partnerID=40&md5=cf4006e9221e9413869c2c83c99ce172","Blood Platelets; Plasma Gases; Surface Properties; Titanium; Wettability; Adhesion; Atmospheric chemistry; Contact angle; Implants (surgical); Plasma applications; Sodium compounds; Titanium; citrate sodium; titanium; titanium; Biomaterial surfaces; Biosafety optimization; Cold atmospheric plasmas; Crystalline structure; Haemocompatibility; Implant; Optimisations; Platelets adhesions; Sealed package decontamination; Titanium disks; activated partial thromboplastin time; adult; antibiotic resistance; Article; atmospheric pressure; bacterium adherence; bacterium colony; blood clotting; blood clotting time; chemical composition; cold; colony formation; contact angle; controlled study; crystal structure; decontamination; electromyography; hemodilution; histogram; human; nonhuman; osseointegration; prothrombin time; Pseudomonas aeruginosa; scanning electron microscopy; surface property; survival analysis; thrombocyte activation; thrombocyte adhesion; thrombocyte aggregation; wettability; X ray diffraction; chemistry; pharmacology; plasma gas; thrombocyte; Platelets",""
"Ferreira S.R.","Ferreira, S.R. (22953221200)","22953221200","Multidimensional freezing time using a pseudo-one-dimensional method; [Temps de congélation multidimensionnel utilisant une méthode pseudo-unidimensionnelle]","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199304106&doi=10.1016%2fj.ijrefrig.2024.06.020&partnerID=40&md5=566d14e179ee8f0d375db7cc3e90b476","Freezing; Geometry; Heat conduction; Dimensional temperatures; Freezing time; Multidimensional objects; One dimensional method; One-dimensional; One-dimensional freezing; Pseudo-one-dimensional freezing time; Pseudo-one-dimensional method; Pseudo-one-dimensional temperature; Simplified method; Errors",""
"Santos N.C.; Almeida R.L.J.; de Andrade E.W.V.; Silva E.S.; de Medeiros M.D.F.D.; da Silva Pedrini M.R.","Santos, Newton Carlos (57218104648); Almeida, Raphael Lucas Jacinto (57217715043); de Andrade, Eduardo Wagner Vasconcelos (57417844400); Silva, Emanuela Santos (57221670883); de Medeiros, Maria de Fátima Dantas (57191669807); da Silva Pedrini, Márcia Regina (57183945100)","57218104648; 57217715043; 57417844400; 57221670883; 57191669807; 57183945100","Stability of carotenoids and thermal properties of avocado powder produced by foam-mat drying coupled to ethanol pretreatment","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191960036&doi=10.1007%2fs11694-024-02534-6&partnerID=40&md5=bf90276d628771e26eec3a746323b94c","Carbonization; Degradation; Differential scanning calorimetry; Drying; Energy storage; Ethanol; Food storage; Fruits; Stability; Thermogravimetric analysis; Zeta potential; Drying temperature; Ethanol pretreatment; Ethanol treatment; Foam mats; GAB model; Kinetic models; Storage stability; TGA and DSC; Thermal features; Thermo-gravimetric; Carotenoids","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, (140208/2022-4); Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Lenzi E.K.; Rosseto M.P.; Gryczak D.W.; Evangelista L.R.; da Silva L.R.; Lenzi M.K.; Zola R.S.","Lenzi, Ervin K. (7005898809); Rosseto, Michely P. (56868586000); Gryczak, Derik W. (59008702400); Evangelista, Luiz R. (7005178198); da Silva, Luciano R. (54790547100); Lenzi, Marcelo K. (7102720613); Zola, Rafael S. (14032671000)","7005898809; 56868586000; 59008702400; 7005178198; 54790547100; 7102720613; 14032671000","Generalized Kinetic Equations with Fractional Time-Derivative and Nonlinear Diffusion: H-Theorem and Entropy","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202487829&doi=10.3390%2fe26080673&partnerID=40&md5=4784b03134068199eac5aa1b57dbac6f","","Università Ca' Foscari Venezia, UNIVE; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Instituto Nacional de Ciência e Tecnologia de Fluidos Complexos, INCT-FCx; Instituto Nacional de Ciência e Tecnologia de Sistemas Complexos, INCT-SC; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, (301715/2022-0, 304634/2020-4); Fundação de Amparo à Pesquisa do Estado de São Paulo, FAPESP, (2014/50983-3)"
"Spârchez C.; Lopes C.; Gabor C.; Munteanu D.; Correa M.; Vaz F.; Ferreira A.","Spârchez, Cosmin (57200511101); Lopes, Claudia (16203811300); Gabor, Camelia (37861299100); Munteanu, Daniel (57197804996); Correa, Marcio (55849443600); Vaz, Filipe (56488157400); Ferreira, Armando (26767659000)","57200511101; 16203811300; 37861299100; 57197804996; 55849443600; 56488157400; 26767659000","Characterization of GLAD-grown TiCu thin films for thermo-resistive sensing applications","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197375483&doi=10.1016%2fj.sna.2024.115661&partnerID=40&md5=f3b4c33841b870463653e3935e4e5fba","Binary alloys; Copper; Copper alloys; Deposition; Hysteresis; Temperature; Temperature sensors; Titanium alloys; Copper thin film; Glancing Angle Deposition; Sensing applications; Sputtering; Temperature coefficients of resistance; Temperature resistances; Thermo sensitive; Thermo-resistive; Thin-films; Titania; Thin films","Fundação para a Ciência e a Tecnologia, FCT; FCT, (UIDB/04650/2020); CAPES, (8887.573100/2020-00); CNPq, (CT0077)"
"Almeida R.L.J.; Santos N.C.; de Souza Ferreira I.L.; da Silva Pedro M.; Feitoza J.V.F.; da Silva Eduardo R.; de Andrade Freire V.; Pereira T.D.S.; de Sousa A.B.B.; de Queiroga A.X.M.; Galdino P.O.","Almeida, Raphael Lucas Jacinto (57217715043); Santos, Newton Carlos (57218104648); de Souza Ferreira, Iêda Letícia (57219894739); da Silva Pedro, Marcelo (58626484700); Feitoza, João Vítor Fonseca (57462804200); da Silva Eduardo, Raphael (57463605700); de Andrade Freire, Vitória (57211501413); Pereira, Tamires dos Santos (57994018800); de Sousa, Alison Bruno Borges (57195905223); de Queiroga, Artur Xavier Mesquita (59145444900); Galdino, Pablícia Oliveira (56117268800)","57217715043; 57218104648; 57219894739; 58626484700; 57462804200; 57463605700; 57211501413; 57994018800; 57195905223; 59145444900; 56117268800","Effect of combined freezing with heat-moisture treatment (HMT) on the modification of in vitro digestibility, morphostructural, physicochemical, and thermal properties of Adzuki bean starch","2024","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194259677&doi=10.1007%2fs11694-024-02618-3&partnerID=40&md5=7ddaa1a070cecec37310f2b199ede53e","Chemical modification; Crystallinity; Fourier transform infrared spectroscopy; Freezing; Gelation; Liquefied gases; Moisture; Particle size; Particle size analysis; Physicochemical properties; Specific surface area; %moisture; Adzuki beans; Freezing methods; Freezing rate; Gelatinisation; Glycemic index; Heat-moisture treatments; In-vitro; Physical modifications; Vitro digestibilities; Starch",""
"Medeiros A.; Maio A.D.; Braun T.; Neto A.","Medeiros, Alisson (57204072243); Maio, Antonio Di (57192379357); Braun, Torsten (7202108111); Neto, Augusto (35105652600)","57204072243; 57192379357; 7202108111; 35105652600","TENET: Adaptive Service Chain Orchestrator for MEC-Enabled Low-Latency 6DoF Virtual Reality","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177045884&doi=10.1109%2fTNSM.2023.3331755&partnerID=40&md5=879ac9319cc843e0252b7ec255f31182","Chains; Computation offloading; Degrees of freedom (mechanics); Energy utilization; Green computing; Helmet mounted displays; Integer programming; Media streaming; Virtual reality; Computational modelling; Edge computing; End to end latencies; Energy-consumption; Low-latency communication; Mobile virtual reality; Multi-access edge computing; Multiaccess; Quality-of-service; Resist; Service function chaining; Service functions; Service migration; Service migration and quality of service; Service offloading; Service Quality; Six degree of freedom video; Six degrees of freedom; Streaming medium; Quality of service",""
"Torres W.; Santos L.; Melo G.; Oliveira A.; Nascimento P.; Carvalho G.; Neves T.; Martins A.; Araújo Í.","Torres, Winnie (57194784138); Santos, Lilian (58853796700); Melo, Gustavo (57224359492); Oliveira, Andressa (57215527633); Nascimento, Pedro (57218285725); Carvalho, Geovane (59004786600); Neves, Tácito (55769311100); Martins, Allan (57985251100); Araújo, Ícaro (57209105086)","57194784138; 58853796700; 57224359492; 57215527633; 57218285725; 59004786600; 55769311100; 57985251100; 57209105086","A Framework for Real-Time Gestural Recognition and Augmented Reality for Industrial Applications","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191460513&doi=10.3390%2fs24082407&partnerID=40&md5=c8c61e97e2764722eedae35db848a198","Augmented Reality; Gestures; Humans; Industry; Pattern Recognition, Automated; Software; User-Computer Interface; Accident prevention; Gesture recognition; Industrial research; Integration; A-frame; Gestures recognition; Industrial equipment; Industrial operations; Innovative approaches; Intuitive interaction; Real- time; Technological advancement; WEB application; Web applications; augmented reality; automated pattern recognition; gesture; human; industry; procedures; software; Augmented reality","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
